,review_body,stars,language,translated_review
727,"Perfecta! Buena altura para geles y demás, no cojea, no se oxida y fácil de montar! Genial.",5,es,"Perfect! Good height for gels and more, does not limp, does not rust and easy to assemble! Brilliant."
728,"De momento solo he usado las luces un par de veces. De entrada me parece que quedan bien sujetas y no hay peligro de perderlas. No he salido de noche y por tanto no puedo indicar si las luces sirven para que te vean, o como yo las quiero, para ver. Seguiré informando. Llegaron en tiempo y forma.",3,es,"So far I've only used the lights a couple of times. At first it seems to me that they fit well and there is no danger of losing them. I have not gone out at night and therefore I cannot indicate whether the lights are used to see you, or how I want them, to see. I will continue to inform. They arrived in a timely manner."
729,"El material no es muy bueno, se dobla con demasiada facilidad y le falta un poco de robustez. Sin embargo por el precio que tiene es aceptable. El envío llegó a tiempo.",3,es,"The material is not very good, it bends too easily and lacks a bit of robustness. However, for the price it is acceptable. The shipment arrived on time."
730,La cubertería es muy bonita y la sensación es que está hecha con buenos materiales... Sin embargo los cuchillos no cortan ni el pan... Con lo cual a mi personalmente no me resulta funcional porque tendré que comprar cuchillos que no son a juego.,3,es,"The cutlery is very pretty and the feeling is that it is made with good materials... However, the knives do not even cut bread... So for me personally it is not functional because I will have to buy knives that do not match ."
731,"Lo compré porque esperaba que fuese un olor muy parecido al aftershave de Floid. Y bueno, se parece un poco, pero no es la misma intensidad. No está mal, pero no creo que vuelva a comprarlo.",3,es,"I bought it because I expected it to smell very similar to Floid aftershave. And well, it looks a little similar, but it is not the same intensity. It's not bad, but I don't think I'll buy it again."
732,"la verdad que el vehículo rueda muy bien por todo tipo de terreno y va bien, el problema es que la batería no dura ni diez minutos , esto hace que al final el producto sea malo.",3,es,"The truth is that the vehicle rolls very well on all types of terrain and runs well, the problem is that the battery does not last even ten minutes, this makes the product bad in the end."
733,"Escriben bien, pero la punta es más fina de lo que me esperaba",3,es,"They write well, but the tip is finer than I expected"
734,Sobresale mucho por los lados y no le valen muchas carcasas.yo lo fui a poner y se rompió al ponerle la carcasa.no lo recomiendo.....,1,es,It sticks out a lot from the sides and not many cases fit it. I went to put it on and it broke when I put the case on. I don't recommend it.....
735,"Tal vez para otro tipo de cuadros sea mejor, pero en este caso parece una copia demasiado clara y el contraste muy pobre.",3,es,"Maybe for other types of paintings it is better, but in this case it seems like a copy that is too light and the contrast very poor."
736,"Daba fallos continuo, hasta que tuve que ponerme serio y lo instale. Instrucciones horribles.",2,es,"It gave continuous errors, until I had to get serious and install it. Horrible instructions."
737,"La cámara ha llegado defectuosa, no se enciende y se apaga cuando pulsas el botón, a veces sí y otras no, muy mal el producto. La devolución está en marcha.",1,es,"The camera has arrived defective, it does not turn on and off when you press the button, sometimes it does and sometimes it does not, very bad product. The return is underway."
738,"Genial, me ha encantado, lo único que no me gusta es que la tapa va apoyada sin clic de cierre",4,es,"Great, I loved it, the only thing I don't like is that the lid is supported without a closing click"
739,"Está bien, es barato y para lo que es cumple sobradamente.",4,es,"It's fine, it's cheap and for what it is it more than fulfills."
740,Son muy bonitas. Y cómodas pero el segundo día se me descosieron por el tobillo. Las he vuelto a coser y están genial. Ajustan a la perfección y no entra nada de arena,3,es,They are very pretty. And comfortable but on the second day they came apart at my ankle. I have sewn them again and they look great. They fit perfectly and no sand gets in
741,La valoración de un videojuego es algo bastante subjetivo. A mí me ha aburrido bastante.,2,es,The evaluation of a video game is something quite subjective. It has bored me quite a bit.
742,muy bien。 me gusta mucho,4,es,very good. I like it a lot
743,"El carro está genial para ir a la playa sin hacer demasiado esfuerzo, cabe bien una neverita pequeña, 3 sillas y la sombrilla. No le doy las 5 estrellas porque en el segundo uso se ha extraviado una tuerca y una de las ruedas ha salido despedida, desgraciadamente no la hemos encontrado, espero que haya suerte y que podamos comprar una tuerca compatible.",3,es,"The car is great for going to the beach without making too much effort, it fits a small cooler, 3 chairs and the umbrella. I don't give it 5 stars because on the second use a nut was lost and one of the wheels was thrown off, unfortunately we haven't found it, I hope there is luck and that we can buy a compatible nut."
744,"Tienen buena pinta, pero a la segunda salida me han empezado a sacar mucho ruido y en seco, algunas pastillas que he tenido sacaban ruido en mojado.",2,es,"They look good, but on the second ride they started making a lot of noise when dry, some pads I've had made noise when wet."
745,Aún sin probar pero como puede ser que en el manual de usuario te indique meter un CD de instalación que no viene en el pack que he recibido. Esto no es serio,3,es,Still untested but how could it be that in the user manual it tells you to put an installation CD that does not come in the package I received. This is not serious
746,El producto bien. El envío desastroso casi 1 mes para llegar y además tuve que ir a recogerlo a correos encima,3,es,The product good. The disastrous shipping took almost 1 month to arrive and I also had to go pick it up at the post office on top
747,Tiene muy mala mecha y se apaga cuando aún queda la mitad de la cera por consumir. Un desperdicio. La página de Amazon pone que es marca Ikea pero no es así.,1,es,It has a very bad wick and goes out when there is still half of the wax left to consume. A waste. The Amazon page says it is an Ikea brand but it is not.
748,Muy buen sabor. Ya he probado otras marcas de aceite de coco eco y todas me sabian bien igual que ésta. Me gusta el coco. Consumo 1 litro al mes por lo que este precio para el lote es muy bueno pues veo que otros rondan minimo los 12 euros el litro. Además el bote es mejor que los de rosca si lo quieres reutilizar...,5,es,"Very good flavor. I have already tried other brands of organic coconut oil and they all tasted good, just like this one. I like coconut. I consume 1 liter a month so this price for the lot is very good since I see that others are around at least 12 euros per liter. Plus the bottle is better than the screw ones if you want to reuse it..."
749,La pantalla a perdido sensibilidad sobre todo en la zona superior donde aparecen las notificaciones el tacto es a veces hueco entre la pantalla y el protector,2,es,"The screen has lost sensitivity, especially in the upper area where notifications appear, the touch is sometimes gap between the screen and the protector"
750,"Después de un año de uso, la batería no aguanta más de 2,5 horas de uso normal (navegador, etc.). No la compraría de nuevo, la original aguantaba hasta 7 horas. Saludos,",2,es,"After a year of use, the battery cannot last more than 2.5 hours of normal use (browser, etc.). I wouldn't buy it again, the original lasted up to 7 hours. Greetings,"
751,"Buena calidad, muchos bolsillos y bastante grande. La unica pega es que las cremalleras se tuercen y se enganchan.",3,es,"Good quality, many pockets and quite large. The only downside is that the zippers twist and get caught."
752,"Perfecta,para lo que la buscaba y buena recepción de señal.",5,es,"Perfect, for what I was looking for and good signal reception."
753,No me gusta la sensacion que dan cuando te afeitas con ella,3,es,I don't like the feeling they give when you shave with it.
754,Los trozos de palo son excesivamente pequeños,1,es,The pieces of stick are excessively small
755,"La recibí y no la uso porque consume demasiada batería y la pantalla también se ve algo oscura, el envío un día después de lo que decía al comprala.",4,es,"I received it and I don't use it because it consumes too much battery and the screen also looks a little dark, shipping a day later than what it said when I bought it."
756,Es muy bonito Muy buena presentacion Pero... Muy dificil conseguir recambio motor,3,es,It is very nice Very good presentation But... Very difficult to get a replacement engine
757,Al primer lavado le han salido unas manchas amarillas a la tela. No me parece normal. Vamos una decepción,1,es,"During the first wash, some yellow stains appeared on the fabric. It doesn't seem normal to me. Let's go a disappointment"
758,Poco resistente. Los departamentos me gustaría que fuesen fijos. No cumple al 100% mis expectativas.,3,es,Not very resistant. I would like the apartments to be fixed. It doesn't meet my expectations 100%.
759,"Tal cual la foto y de buen material,a mi hijo le encanto.",5,es,"Just like the photo and good material, my son loved it."
760,Lo siento pero no sirven,2,it,I'm sorry but they don't work
761,"Buena cámara, excelente ángulo de visión en horizontal. Solo dos peros. El primero que el servicio de grabación en la nube es solo gratis el primer año, según me ha contestado el vendedor. Pero en la descripción del producto dice ""Servicio opcional en la nube con planes en la nube gratuitos o de bajo costo"" Gratuitos es gratuitos. Si no que especifiquen que son solo el primer año. Me parece engañoso. Otro problema es que no se puede orientar horizontalmente. Lo tienes que hacer a través del soporte donde la instales.",3,es,"Good camera, excellent horizontal viewing angle. Just two buts. The first is that the cloud recording service is only free for the first year, according to what the seller answered me. But in the product description it says ""Optional cloud service with free or low-cost cloud plans"" Free is free. If not, specify that they are only the first year. It seems misleading to me. Another problem is that it cannot be oriented horizontally. You have to do it through the support where you install it."
762,Ideal para un par o tres de púas de grosor normal (en el bajo las uso de 2 mm) No se ve y no molesta. Una alternativa muy buena a las tiras o las gomas que se pegan.,5,es,Ideal for a pair or three of normal thickness picks (on the bass I use 2 mm). It is not visible and does not bother. A very good alternative to strips or rubber bands that stick together.
763,Lo compré para una habitación de unos 13 metros cuadrados y no consigue subir la temperatura más que 4-5 grados en varias horas funcionando. He solicitado su devolución.,2,es,I bought it for a room of about 13 square meters and it cannot raise the temperature more than 4-5 degrees in several hours of operation. I have requested its return.
764,La tinta de las flores destiñe,2,es,The ink of the flowers fades
765,Huele bastante bien pero el olor se desaparece pronto un par de horas dura bien,4,es,It smells pretty good but the smell disappears soon after a couple of hours it lasts well
766,Era un regalo para un fan de star wars y le gusto mucho. Es bastante grueso y tiene para muchas figuras.,5,es,It was a gift for a Star Wars fan and he really liked it. It is quite thick and has enough space for many figures.
767,El primero ha funcionado sin ningún problema pero el segundo na hay manera. Me los pensare antes de volver a comprar este producto.,2,es,The first one has worked without any problem but the second one there is no way. I will think about them before buying this product again.
768,"No se puede enchufar 3 a la vez, no carga",4,es,"You can't plug in 3 at a time, it doesn't charge"
769,"Envío perfecto, antes de la fecha límite. Lo único, que el cristal no cubre por completo la pantalla. Dos estrellas por el envío,no por el producto",2,es,"Perfect shipping, before the deadline. The only thing is that the glass does not completely cover the screen. Two stars for shipping, not for the product"
770,Súper rápido y muy bueno. Cambié el sabor de chocolate por el de cookies y no tuve ninguna pega. Muy buena experiencia con el vendedor,5,es,Super fast and very good. I changed the chocolate flavor for the cookie flavor and I didn't have any problems. Very good experience with the seller
771,Buena relación calidad precio aunque dura algo menos merece la pena,4,es,"Good value for money, although it lasts a little longer, it is worth it"
772,Bien empaquetado. Llego antes del tiempo estipulado. La verdad q ha sido un placer comprarlo. Barato y eficiente. Recomendado para comprar.,5,es,Well packaged. I arrive before the stipulated time. The truth is that it has been a pleasure to buy it. Cheap and efficient. Recommended to buy.
773,"cumple su cometido,la verdad es que no la usado si no una vez,pero no tengo nada negativo que decir,y lo dicho cumple su cometido,ademas es una cinta muy popular,gracias",5,es,"It fulfills its purpose, the truth is that I only used it once, but I have nothing negative to say, and what I said fulfills its purpose, it is also a very popular tape, thank you"
774,Esta bien pero no es como la de la foto muy fina y la cremallera muy debil corrientita sin mas,2,es,"It's fine but it's not like the one in the photo, very thin and the zipper is very weak, just a little current."
775,No llego no llegará. Después de un mes esperando nada no llega. Venga a esperar y esperar sin resultado. Lamentable experiencia,1,es,"It won't arrive, it won't arrive. After a month of waiting, nothing has arrived. Come wait and wait without result. Regrettable experience"
776,"El vendedor mandó por error una bombilla de cada tipo, pero después de hacérselo saber mando la correcta. El único pero que tiene el producto es que a veces le cuesta bastante tiempo e intentos que sean detectadas.",4,es,"The seller sent one of each type of bulb by mistake, but after letting him know he sent the correct one. The only downside to the product is that sometimes it takes a lot of time and attempts to be detected."
777,"Parte de la trama romántica de la saga de 50 sombras de Grey, vista desde otra perspectiva. A mi mujer le encantó.",5,es,"Part of the romantic plot of the 50 Shades of Gray saga, seen from another perspective. My wife loved it."
778,Ameno y práctico. Muy recomendable como guión general. Referencias literarias muy buenas. Se nota que sabe de lo que habla.,4,es,Enjoyable and practical. Highly recommended as a general script. Very good literary references. You can tell he knows what he's talking about.
779,El protector se ajusta bastante bien aunque no cubre la pantalla completamente. Los bordes no pegan del todo bien pero el protector se queda en su sitio y cumple bien su función. No es una mala opción para proteger la pantalla del movil. A pesar de todo lo recomiendo.,3,es,"The protector fits quite well although it does not cover the screen completely. The edges don't stick together very well but the protector stays in place and performs its function well. It is not a bad option to protect the mobile screen. Despite everything, I recommend it."
780,"Si quieres poner el tipi de adorno en algún lugar y que nadie la toque es perfecto porque es precioso, pero si buscas un tipi para que tu hijo o hija juegue, este no es el adecuado, los palos se mueven con solo mirarlos y no hay manera de dejarlos quietos en un sitio. Las cuerdas que atan los palos se van deshaciendo hasta dejar de fijarlos y el tipi se va desmontando. Ya llevo varios días que lo tengo apartado en un rincón. Respecto a la relación calidad precio, no tengo muchas cosas buenas que decir; se trata de cuatro palos y un trozo de tela.",3,es,"If you want to put the decorative tipi somewhere and no one touches it, it is perfect because it is beautiful, but if you are looking for a tipi for your son or daughter to play with, this is not the right one, the sticks move just by looking at them and there is no way to leave them still in one place. The ropes that tie the poles begin to unravel until they no longer secure them and the tipi is dismantled. I've had it tucked away in a corner for several days now. Regarding the quality-price ratio, I don't have many good things to say; It involves four sticks and a piece of cloth."
781,Los compre para congelar papillas y como te pases un poco te los encuentras abiertos en el congelador.No los compraría jamas de haberlo sabido,1,es,I bought them to freeze baby food and if you overdo it a little you find them open in the freezer. I would never buy them if I had known.
782,"Los protectores para los cajones no sirven para nada, en cuanto un bebé tira un poco los rompe y abre el cajón igual. Y los protectores para las esquinas también los arranca conforme los pongo.",1,es,"The drawer protectors are useless, as soon as a baby pulls a little, they break them and open the drawer anyway. And the corner protectors also tear off as I put them on."
783,No me ha terminado de convencer el primero me gustó mas,2,es,"The first one hasn't convinced me, I liked it more"
784,"Todos los días igual, si no saben hacer facturas no sé par que venden en internet. cuando compras un equipo pues supongo que te da igual, pero cuando compras 100 ya necesitas factura y si no te la dan vamos fino, eso me pasa por comprar por aqui",2,es,"The same thing every day, if they don't know how to make invoices I don't know what they sell on the internet. When you buy a piece of equipment, I suppose you don't care, but when you buy 100 you already need an invoice and if they don't give it to you, that's fine, that's what happens to me for buying here."
785,Como todos los libros de este autor son una fuente de inspiración y te hacen reflexionar sobre la vida y la forma de vivirla. Libro muy recomendable para leer con tranquilidad.,5,es,"Like all of this author's books, they are a source of inspiration and make you reflect on life and the way to live it. Highly recommended book to read calmly."
786,No lo he recibido. Contacto con el vendedor y me dice que el transportista lo ha devuelto por falta de datos en la direccion. Sigo sin tener el arenero ni el reembolso. En espera de que el vendedor me de mas informacion al respecto.,1,es,I have not received. I contact the seller and he tells me that the carrier has returned it due to lack of address information. I still don't have the sandbox or the refund. Waiting for the seller to give me more information about it.
787,Es muy cómodo no notas que lo llevas es muy suave pero es tan suave que a veces se resbala y se sale al ponérselo,3,es,"It is very comfortable, you don't notice that you are wearing it, it is very soft, but it is so soft that sometimes it slips and comes off when you put it on."
788,El producto es muy bonito pero me ha llegado en muy malas condiciones Dos de los marcos rotos y el soporte del iman tambien roto,1,es,The product is very nice but it arrived to me in very bad condition. Two of the frames were broken and the magnet support was also broken.
789,Ha venido con los acoples del torno todos movidos por la caja y uno de ellos estaba aplastado. Insatisfecha con el transporte,2,es,It came with the lathe couplings all moved around the box and one of them was crushed. Dissatisfied with transportation
790,De momento se ven todos los canales y eso que la antena es minúscula.,5,es,At the moment you can see all the channels and the antenna is tiny.
791,"Aunque dice que son mini son demasiado pequeñas para su precio. Las esperaba algo más grandes. Procedí a su devolución por este motivo y además la caja de plástico donde vienen las piezas y que va genial para su almacenamiento, llegó rota.",1,es,"Although it says they are mini, they are too small for their price. He expected them a little bigger. I returned it for this reason and also the plastic box where the parts come and which is great for storage, arrived broken."
792,"El collar tiene un olor agradable, pero a la semana de tenerlo puesto, observo que a 2 cm de distancia del collar tiene pegada una garrapata enorme y muy viva. En definitiva un collar de alto precio y muy baja efectividad, al menos frente a garrapatas.",1,es,"The collar has a pleasant smell, but a week after wearing it, I noticed that a huge and very live tick was attached 2 cm away from the collar. In short, a high-priced collar with very low effectiveness, at least against ticks."
793,"Es la 2a funda de este tipo que tengo, la 1a ya me la tuvieron que canviar en garantía por el mismo motivo, por lo que deduzco que debe tratarse de un problema de diseño. Utilizo la funda para ir en moto en el manillar, y vi como se iba despegando por efecto del sol en 1 solo dia.....",1,es,"It is the 2nd case of this type that I have had, the 1st one already had to be exchanged under warranty for the same reason, so I deduce that it must be a design problem. I use the cover to ride a motorcycle on the handlebars, and I saw how it came off due to the sun in just 1 day....."
794,"Hay que poner sujetador, aplasta el pecho.",3,es,"You have to wear a bra, it flattens the chest."
795,De momento van muy bien,4,nl,So far they are going very well
796,"El enganche es bonito y su forma queda bien con una bici de esos colores,lo malo es que lo botellines no se ajustan al ancho del enganche y queda bastante suelto,en un camino ves como las botellas vibran porque no queda bien sujeto,se recomienda poner unas botellas mucho más anchas",3,es,"The hitch is nice and its shape looks good with a bike of those colors, the bad thing is that the bottles do not adjust to the width of the hitch and it is quite loose, on a path you see how the bottles vibrate because it is not securely fastened, it is recommended put much wider bottles"
797,No tiene interruptor y de calidad de carcasa es regular,3,es,It does not have a switch and the casing quality is average
798,"Cumplen su función, bien acabados.",5,es,"They fulfill their function, well finished."
799,"es demasiado finito, no da sensacion de ser de cuero.",2,es,"It's too thin, it doesn't feel like it's made of leather."
800,No tienen casi sujeción,2,es,They have almost no support
801,Se ven bien en la oscuridad pero no se puede despegar el papel de la pegatina en muchas de ellas. Deberían mejorar el corte o el adhesivo.,1,es,They look good in the dark but you can't peel off the sticker paper on many of them. They should improve the cut or the adhesive.
802,"Esta bien,pero se queda bastante agua en el fondo",3,es,"It's fine, but there is a lot of water at the bottom"
803,"Bien en general, el fallo que es un poco más gruesa que la original. Una vez montado sobresale del marco.( teniendo muy bien limpia la superficie donde va colocada).",3,es,"Good in general, the fault is that it is a little thicker than the original. Once assembled, it protrudes from the frame (having the surface where it is placed very clean)."
804,"cumplen con las expectativas, perfectos para su uso diario",4,es,"They meet expectations, perfect for daily use"
805,Alumbra de sobra para lo que yo quiero: hacer un teatro negro en una pared no muy grande. Todavía no he trabajado a fondo. Lo malo: cable ridículamente corto.,4,es,It gives enough light for what I want: to make a black theater on a not very large wall. I haven't worked in depth yet. The bad: ridiculously short cable.
806,"No lo he sacado de la caja porque me regalaron otro y no lo necesitaba. Un lío para devolverlo, sólo tienes 15 días y hay que pagar los portes de la devolución con lo que pesa. Me lo he tenido que quedar sin quererlo",1,es,"I haven't taken it out of the box because they gave me another one and I didn't need it. A hassle to return it, you only have 15 days and you have to pay the return shipping with how much it weighs. I had to keep it without wanting it"
807,"Muy bien, mullidito y comodo. Cogí éste y otro marca amazon, y éste es mejor",5,es,"Very good, fluffy and comfortable. I took this one and another Amazon brand, and this one is better"
808,Se funden con facilidad,1,es,They melt easily
809,"Este es el quinto producto que compro de esta marca en distintas versiones, para mi uso personal o para regalo. Por su diseño y por lo práctico que es, lo recomiendo.",5,es,"This is the fifth product that I have purchased from this brand in different versions, for my personal use or as a gift. Due to its design and how practical it is, I recommend it."
810,El protector no cubre toda la pantalla del móvil me gustaría que la cubriera entera porque no lo cubre la funda,2,es,"The protector does not cover the entire screen of the mobile phone, I would like it to cover the entire screen because the case does not cover it"
811,"La cortina no tiene nada que ver con la foto, es muy translúcida y con muuuuy pocos flecos.",1,es,"The curtain has nothing to do with the photo, it is very translucent and with very few fringes."
812,"Su material es muy adaptable y cómodo de llevar en la mano, sin embargo si tienes un perro grande se queda corta la cantidad de agua...",2,es,"Its material is very adaptable and comfortable to carry in your hand, however if you have a large dog the amount of water will be short..."
813,El auricular izquierdo falla de vez en cuando,2,es,Left earphone fails from time to time
814,"Teniendo en cuenta que es imprescindible para utilizar con los sellos de tinta, os comento que me llegó con un defecto de relleno en una de las dos caras pero no pasa nada porque los sellos los pego en la otra cara y listo (son iguales). Lo ideal es tener otro más pequeño para los sellos más pequeños pero si no tienes opción, este tamaño está muy bien porque te sirve para sellos de tamaño medio también.",4,es,"Taking into account that it is essential to use with ink stamps, I tell you that it arrived with a filling defect on one of the two sides but nothing happens because I stick the stamps on the other side and that's it (they are the same). The ideal is to have a smaller one for smaller stamps, but if you don't have a choice, this size is great because it works for medium-sized stamps as well."
815,Las medidas me iban muy justas y no tuve en cuenta el marco. Tuve que recortar un poco lo que quería poner. Por el resto todo bien. Artículo sencillo y me llegó a tiempo y bien embalado.,3,es,The measurements were very tight for me and I did not take the frame into account. I had to cut back a little on what I wanted to put. For the rest everything is fine. Simple item and it arrived on time and well packaged.
816,Acabo de recibir el pedido y no venían 50 librillos en caja sino que han sido 20 y dentro de una bolsa de plástico como se ve en la foto. Espero alguna compensación..,1,es,"I just received the order and there were not 50 booklets in the box, but rather 20 in a plastic bag as seen in the photo. I hope for some compensation."
817,Producto ideal para persona con pie muy delgado y pequeño son dolorosas para pies anchos yo gasto un 39 comprar 41 y no me vienen,1,es,"Ideal product for a person with very thin and small feet, they are painful for wide feet. I spend a 39, buy a 41 and they don't fit."
818,Esta bien hace la función y es barato!!,2,es,It does the job well and is cheap!!
819,Cumplen lo bueno es que tienen el cordón para evitar pérdidas. No dejan de ser unos tapones normales de plástico,4,es,"They comply, the good thing is that they have the cord to avoid losses. They are just normal plastic caps."
820,El producto fue entregado rápido pero incompleto. No fue devuelto porque nos hacía falta y la devolución y el reenvío se habría demorado demasiado,2,es,The product was delivered quickly but incomplete. It was not returned because we needed it and the return and resending would have taken too long
821,llego perfecto. Cristal templado según características descritas por el fabricante. Cuentan son duraderos y de buena calidad. Buena protección de pantalla. Excelente compra!,5,es,I arrive perfect. Tempered glass according to characteristics described by the manufacturer. They are durable and of good quality. Good screen protection. Excellent buy!
822,"És un paquete muy completo me ha ido de maravilla para las dos cámaras de fotos y sus respectivos objetivos,estoy muy satisfecho",5,es,"It is a very complete package, it has worked wonderfully for both cameras and their respective lenses, I am very satisfied"
823,"Es de plástico. Difícil de montar, se desmonta enseguida y los zapatos se caen cuando vas a coger algún otro. No lo recomiendo.",1,es,"It's plastic. Difficult to assemble, it comes apart quickly and the shoes fall off when you go to pick up another one. I do not recommend it."
824,"Se sujeta bien, al menos por ahora, pero no me gusta que la escobilla se queda de lado, porque es más pequeña que el vaso donde se recoge, no encaja y no permanece vertical tal como sale en la foto.",2,es,"It holds well, at least for now, but I don't like that the brush stays on its side, because it is smaller than the glass where it is collected, it doesn't fit and it doesn't stay vertical as it appears in the photo."
825,En cuanto puse un poco de peso se rompió,3,es,"As soon as I put a little weight on it, it broke."
826,"Esta bien, pero a veces falla el contacto con la camara. Por todo lo demás, funciona muy bien con buena luz y incluso con poca luz. Como otro punto negativo el ruido raro de robot que hace al enfocar automaticamente y sobretodo al usar la pantalla como visor.",3,es,"It's fine, but sometimes contact with the camera fails. For everything else, it works very well in good light and even in low light. Another negative point is the strange robot noise it makes when automatically focusing and especially when using the screen as a viewfinder."
827,"Carcasa muy bonita, solo q no protege la pantalla por ser demasiado baja. Es una lástima porque le gustaba a todo el mundo cuando la veían, pero un golpecito al móvil... y como si no tuviese nada. Me paso!",4,es,"Very nice case, it just doesn't protect the screen because it is too low. It's a shame because everyone liked her when they saw her, but one tap on her cell phone... and as if she had nothing. It happened to me!"
828,"Muy contenta con el trabajo que han realizado, la han personalizado como he pedido y me mandaron un email de como iba a quedar para que les diera el ok.. Y la entrega ha, sido rapidísima desde luego repetiré para otras ocasiones",5,es,"Very happy with the work they have done, they have personalized it as I requested and they sent me an email about how it was going to turn out so that I could give them the ok. And the delivery was very fast, of course I will repeat for other occasions."
829,"Estupendo para reflexionar como madre,hija y mujer trabajadora. Ligero y amable, es fácil de leer, disfruté y lo recomiendo para mamis",4,es,"Great to reflect on as a mother, daughter and working woman. Light and friendly, it is easy to read, I enjoyed it and I recommend it for moms"
830,"Hay cierto producto en los que deben mejorar los empaquetados de productos como son los libros. Llego con las 4 esquinas machacadas, y para un libro de casi 30€ no es admisible. No hice devolución pues era para un ragalo y no tenía el tiempo suficiente.",2,es,"There are certain products in which product packaging should be improved, such as books. It arrived with all 4 corners crushed, and for a book worth almost €30 it is not acceptable. I didn't make a return because it was for a gift and I didn't have enough time."
831,Acorde con la descripción. Solicité que me lo enviaran antes de la fecha prevista y lo enviaron enseguida. Recomendable,5,es,According to the description. I requested that they send it to me before the expected date and they sent it right away. recommendable
832,"Desde luego mejor no guiarse por las imagenes del anuncio. Tienen muy poca potencia de iluminación, quizas algo pero pueden pasar por piedras blancas normales en la oscuridad..",3,es,"Of course, it is better not to be guided by the images in the advertisement. They have very little lighting power, maybe a little but they can pass for normal white stones in the dark."
833,"Esta bombilla da bastante luz, pero La Luz que da no es cálida, es más bien amarilla, una pena por que son de una forma y tamaño para que se vean, creo que el cristal es demasiado amarillo. Mi pedido fue de 8 bombillas, no venían bien empaquetadas y 2 llegaron rotas.",3,es,"This bulb gives a lot of light, but the light it gives is not warm, it is rather yellow, a shame because they are of a shape and size so that they can be seen, I think the glass is too yellow. My order was for 8 bulbs, they were not well packaged and 2 arrived broken."
834,"Chula, pero tarda en llegar y viene un poco pequeña",3,es,"Cool, but it takes a while to arrive and it comes a little small"
835,Pesimo es de mala calidad el pegante que se adiere al cristal no pega su tacto es muy duro,2,es,"Terrible, it is of poor quality, the glue that adheres to the glass does not stick, its touch is very hard"
836,"Todo perfecto. Volveria a comprarlo. Embalaje, envío, producto todo como se ve en la página. Estoy conforme con la compra",5,es,"All perfect. I would buy it again. Packaging, shipping, product all as seen on the page. I am satisfied with the purchase"
837,"Aunque no trae kit de limpieza ni las típicas pegatinas, se coloca bastante fácil y no hace casi burbujas. Hace un mes que lo tengo y no se ha estropeado, lo único es que no pega muy bien por los bordes y se levanta un poco.",3,es,"Although it does not come with a cleaning kit or the typical stickers, it is placed quite easily and produces almost no bubbles. I've had it for a month and it hasn't been damaged, the only thing is that it doesn't stick very well around the edges and it lifts up a little."
838,Como el resto de los libros de esta autora consigue llevarte a una burbuja de paz y sosiego en mitad de nuestras estresantes vidas.,4,es,"Like the rest of this author's books, she manages to take you to a bubble of peace and calm in the middle of our stressful lives."
839,Me ha guatado ha llegado rapido y bien,4,es,"I liked it, it arrived quickly and well"
840,Me llego en mal estado,1,es,It arrived in bad condition
841,La queria para regalar en reyes y llego en tiempo record. Perfecta. Lo que queria,5,es,I wanted it as a gift and it arrived in record time. Perfect. What I wanted
842,La tapa donde están los agujeros se abre por un lado y no cierra no encaja y se queda el lateral abierto. Tengo foto pero no la puedo adjuntar.,1,es,"The cover where the holes are opens on one side and does not close, it does not fit and the side is left open. I have a photo but I can't attach it."
843,"Todo bien salvo la tapa. En menos de un año la tapa ha empezado a mover (lateralmente) mucho. Tengo dos de dos tamaños distintos y la otra, más pequeña sigue funcionando bien. Esto al contrario, no.",3,es,"Everything good except the lid. In less than a year the lid has started to move (laterally) a lot. I have two of two different sizes and the other, smaller one still works well. On the contrary, no."
844,"El producto es tal cual el que te ofrecen. Solo tengo dos pegas; la primera es que el receptor no se apaga cuando apagas el pc, por lo que te toca instalar un programa que de encargue de ello para que no esté la luz encendida continuamente, y la segunda es que si tienes la mala suerte de que el CD de drivers no funcione o no tengas lector de CD en tu torre te toca buscarlos manualmente (trabajo el cual se me ha hecho complicado ya que hay que engañar a Windows 10 para que lo detecte como un dispositivo original). Por lo demás es un buen producto cumpliendo con lo que promete, una buena sincronización (aunque la primera vez cuesta un poco) y alcance más que óptimo para jugar desde la otra punta de la habitación si te apetece.",4,es,"The product is just like the one they offer you. I only have two problems; The first is that the receiver does not turn off when you turn off the PC, so you have to install a program to take care of this so that the light is not on continuously, and the second is that if you are unlucky enough that the CD driver does not work or you do not have a CD reader in your tower, you have to search for them manually (a job which has been complicated for me since you have to trick Windows 10 into detecting it as an original device). For the rest, it is a good product that does what it promises, good synchronization (although it costs a little the first time) and more than optimal range to play from the other side of the room if you feel like it."
845,Buenas tardes se izo la devulucion y todavía no me ingresado el dinero de la devolución buenas tardes y un saludo,3,es,"Good afternoon, the refund was made and I still have not received the refund money, good afternoon and greetings"
846,No está mal para el precio que tiene,4,es,Not bad for the price
847,3 De las bolsas sabían igual. No muy contento con la relación calidad-precio.,2,es,3 The bags tasted the same. Not very happy with the value for money.
848,mal me tardo mucho en llegar y al final me llego una lámpara más pequeña y sin bombilla reclame y al final fue amazon que me devolvieron el dinero del vendedor ni rastro,1,es,"Unfortunately, it took me a long time to arrive and in the end I received a smaller lamp without a bulb. I complained and in the end it was Amazon that gave me the seller's money back, not a trace."
